409	Francis Ford Coppola	James DeMonaco#Gary Nadeau	Robin Williams#Diane Lane#Brian Kerwin	English#Spanish	Because of an unusual aging disorder that has aged him four times faster than a normal human being, a boy enters the fifth grade for the first time with the appearance of a 40 year old man.
410	Bobby Farrelly#Peter Farrelly	Barry Fanaro#Mort Nathan	Woody Harrelson#Randy Quaid#Bill Murray	English	A star bowler whose career was prematurely "cut off" hopes to ride a new prodigy to success and riches.
411	Don DuPree	Roger Ebert#Gene Siskel	None	Buena Vista Television	
412	Arlene Sanford	Sherwood Schwartz#Harry Elfont	Shelley Long#Gary Cole#Tim Matheson	English	The Bradys receive a surprise visit when a man claiming to be Carol's long-lost first husband shows up at their residence, the family question his motives.
413	Gilbert Adler	William M. Gaines#Bob Gale	Dennis Miller#Erika Eleniak#Angie Everhart	English#Spanish	The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.
414	Richard Benjamin	Norman Steinberg#Dennis Palumbo	Peter O'Toole#Mark Linn-Baker#Jessica Harper	English	A dissolute matinee idol is slated to appear on a live TV variety show.
415	Norman Tokar	Don Tait#Jack M. Bickham	Bill Bixby#Susan Clark#Don Knotts	USA	Three orphan children strike gold in 1878 California.
416	Robert Stevenson	Fred Gipson#William Tunberg	Dorothy McGuire#Fess Parker#Tommy Kirk	USA	A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all.
417	None	None	None	Channel Awesome#That Guy With the Glasses	None
418	Clyde Geronimi#Wilfred Jackson	Charles Perrault#Bill Peet	Ilene Woods#James MacDonald#Eleanor Audley	USA	When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.
419	Robert Stevenson	Bill Walsh#Don DaGradi	Julie Andrews#Dick Van Dyke#David Tomlinson	USA	In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.
420	Clyde Geronimi#Wilfred Jackson	Lewis Carroll#Winston Hibler	Kathryn Beaumont#Ed Wynn#Richard Haydn	USA	Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
421	Baz Luhrmann	William Shakespeare#Craig Pearce	Leonardo DiCaprio#Claire Danes#John Leguizamo	USA#Mexico	Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
422	Tad Stones	Mark McCorkle#Robert Schooley	Scott Weinger#Robin Williams#John Rhys-Davies	USA	The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.
423	Steven Spielberg	Melissa Mathison	Henry Thomas#Drew Barrymore#Peter Coyote	USA	A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
424	Greg Spence	Stephen King#Stephen Berger	Naomi Watts#Jamie Renée Smith#Karen Black	English	All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing ...
425	Tim Robbins	Tim Robbins	Tim Robbins#Giancarlo Esposito#Alan Rickman	English	A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.
426	Nelson Shin	Ron Friedman	Orson Welles#Robert Stack#Leonard Nimoy	USA#Japan	The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.
427	Robert Mulligan	Harper Lee#Horton Foote	Gregory Peck#John Megna#Frank Overton	USA	Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.
428	Hal Ashby	Colin Higgins	Ruth Gordon#Bud Cort#Vivian Pickles	English	Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.
429	Scott Derrickson	David Scarpa#Edmund H. North	Keanu Reeves#Jennifer Connelly#Kathy Bates	English#Mandarin	A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.
430	Leo McCarey	Bert Kalmar#Harry Ruby	Groucho Marx#Harpo Marx#Chico Marx	English	Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
431	Russell Mulcahy	Gregory Widen#Gregory Widen	Christopher Lambert#Sean Connery#Clancy Brown	English	An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled "Prize".
432	James Algar#Samuel Armstrong	Joe Grant#Dick Huemer	Leopold Stokowski#Deems Taylor#Corey Burton	USA	A collection of animated interpretations of great works of Western classical music.
433	None	None	None	Japanese	None
434	Fred M. Wilcox	Cyril Hume#Irving Block	Walter Pidgeon#Anne Francis#Leslie Nielsen	English	A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.
435	George Roy Hill	William Goldman	Paul Newman#Robert Redford#Katharine Ross	USA	Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.
436	John Landis	John Landis	David Naughton#Jenny Agutter#Joe Belcher	English	Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
437	Tony Randel	John G. Jones#John G. Jones	Stephen Macht#Shawn Weatherly#Megan Ward	English	Jacob Sterling brings home a mysterious clock from the infamous Amityville house, not knowing that it's haunted by demonic spirits.
438	Richard Fleischer	David Ambrose	Tony Roberts#Tess Harper#Robert Joy	English	A reporter moves into the ominous Long Island house to debunk the recent supernatural events, and finds himself besieged by the evil manifestations which are connected to a hell-spawn demon lurking in the basement.
439	John Murlowski	Christopher DeFaria#Antonio Toro	Ross Partridge#Julia Nickson#Lala Sloatman	English	An old mirror from the haunted Long Island house finds its way into a photographer's family where the evil soon manifests itself to cause more terror and mayhem.
440	Damiano Damiani	Tommy Lee Wallace#Hans Holzer	James Olson#Burt Young#Rutanya Alda	English	A family moves into their new home, which proves to be satanic, resulting in the demonic possession of the teenage son. Only the local priest can save him.
441	None	None	None	WTTW National Productions	None
442	Tom Berry	Hans Holzer#Michael Krueger	Kim Coates#Dawna Wightman#Helen Hughes	English	Five people spend the night in an abandoned house, the Amityville haunted house, and soon find themselves terrorized by assorted ghosts, venomous insects and ghostly apparitions.
443	None	None	None	IMDbPro	None
444	None	None	None	English	None
445	None	None	None	WLUK-TV Channel 11	None
446	Dan Curtis	Robert Marasco#William F. Nolan	Karen Black#Oliver Reed#Burgess Meredith	English	A family moves into an old, haunted house that regenerates itself by feeding off of the life forces of its injured occupants.
447	Brian De Palma	Stephen King#Lawrence D. Cohen	Sissy Spacek#Piper Laurie#Amy Irving	USA	Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.
448	Richard Donner	David Seltzer	Gregory Peck#Lee Remick#Harvey Stephens	English#Latin#Italian	Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?
449	Robert Wise	Gene Roddenberry#Harold Livingston	William Shatner#Leonard Nimoy#DeForest Kelley	USA	When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.
450	William Shatner	Gene Roddenberry#William Shatner	William Shatner#Leonard Nimoy#DeForest Kelley	USA	Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.
451	Randal Kleiser	Jim Jacobs#Warren Casey	John Travolta#Olivia Newton-John#Stockard Channing	USA	Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?
452	Jeannot Szwarc	Peter Benchley#Carl Gottlieb	Roy Scheider#Lorraine Gary#Murray Hamilton	English	Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
453	Joe Alves	Peter Benchley#Richard Matheson	Dennis Quaid#Bess Armstrong#Simon MacCorkindale	English	The sons of police chief Brody must protect customers at a SeaWorld theme park after a thirty-five-foot shark becomes trapped in the park with them.
454	Anjelica Huston	Dorothy Allison#Anne Meredith	Jennifer Jason Leigh#Ron Eldard#Glenne Headly	English	A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?
455	Stanley Tong	Greg Mellott#Elliot Tong	Jackie Chan#Jackson Lou#Annie Wu	English#Cantonese#Mandarin#Russian#Ukrainian	This installment of Chan's Police Story film franchise has our hero trying to locate a missing nuclear warhead.
456	Dennis Dugan	Mark Feldberg#Mitchell Klebanoff	Chris Farley#Nicollette Sheridan#Robin Shou	English	A man tries to rescue a woman with a little help from his half brother.
457	Sam Pillsbury	Keith Walker#John Mattson	Jason James Richter#August Schellenberg#Annie Corley	English	16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.
458	Oliver Stone	Stephen J. Rivele#Christopher Wilkinson	Anthony Hopkins#Joan Allen#Powers Boothe	USA	A biographical story of former U.S. President Richard Milhous Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.
459	Darrell Roodt	Ronald Harwood#Alan Paton	Richard Harris#James Earl Jones#Vusi Kunene	South Africa#USA	A South African preacher goes to search for his wayward son, who has committed a crime in the big city.
460	None	None	None	USA	None
461	Wayne Wang	Paul Auster	Harvey Keitel#William Hurt#Giancarlo Esposito	Germany#Japan#USA	A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.
462	Alfonso Arau	Laura Esquivel#Laura Esquivel	Marco Leonardi#Lumi Cavazos#Regina Torné	Mexico	When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.
463	John Sayles	Rosalie K. Fry#John Sayles	Jeni Courtney#Eileen Colgan#Mick Lally	English#Irish	Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.
464	Louis Malle	Anton Chekhov#David Mamet	Wallace Shawn#Phoebe Brand#George Gaynes	English	New York actors rehearse Chekhov's "Uncle Vanya" in a dilapidated theatre.
465	Eric Rodriguez	Eric Rodriguez	Eric Rodriguez	Channel Awesome#Fanboy Films#KentRod Productions	
466	John Dahl	John Dahl#Rick Dahl	Nicolas Cage#Dennis Hopper#Lara Flynn Boyle	English	Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.
467	Robert De Niro	Chazz Palminteri#Chazz Palminteri	Robert De Niro#Chazz Palminteri#Lillo Brancato	USA	A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
468	David Anspaugh	Angelo Pizzo	Sean Astin#Jon Favreau#Ned Beatty	English#Spanish	Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
469	Robert Altman	Raymond Carver#Robert Altman	Andie MacDowell#Julianne Moore#Tim Robbins	English	The day-to-day lives of several suburban Los Angeles residents.
470	George P. Cosmatos#Kevin Jarre	Kevin Jarre	Kurt Russell#Val Kilmer#Sam Elliott	English#Latin	A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.
471	Edward Zwick	Patrick Sheane Duncan	Denzel Washington#Meg Ryan#Lou Diamond Phillips	English#Arabic	A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.
472	Rob Cohen	Patrick Read Johnson#Charles Edward Pogue	Dennis Quaid#Sean Connery#Dina Meyer	English	The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.
473	Henry Selick	Roald Dahl#Karey Kirkpatrick	Paul Terry#Joanna Lumley#Pete Postlethwaite	UK#USA	An orphan, who lives with his two cruel aunts, befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.
474	Stanley Kubrick	Stanley Kubrick#Terry Southern	Peter Sellers#George C. Scott#Sterling Hayden	English#Russian	An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.
475	Danny Boyle	Irvine Welsh#John Hodge	Ewan McGregor#Ewen Bremner#Jonny Lee Miller	UK	Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.
476	Hugh Wilson	Olivia Goldsmith#Robert Harling	Goldie Hawn#Bette Midler#Diane Keaton	English	Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.
477	Danny DeVito	Roald Dahl#Nicholas Kazan	Danny DeVito#Rhea Perlman#Mara Wilson	USA	Story of a wonderful little girl, who happens to be a genius, and her wonderful teacher vs. the worst parents ever and the worst school principal imaginable.
478	None	None	None	IMDbPro	None
479	Alfred Hitchcock	Alec Coppel#Samuel A. Taylor	James Stewart#Kim Novak#Barbara Bel Geddes	English	A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.
480	Alfred Hitchcock	Ernest Lehman	Cary Grant#Eva Marie Saint#James Mason	English#French	A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.
481	None	None	None	English	None
482	Billy Wilder	Billy Wilder#I.A.L. Diamond	Marilyn Monroe#Tony Curtis#Jack Lemmon	English	When two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.
483	Michael Curtiz	Julius J. Epstein#Philip G. Epstein	Humphrey Bogart#Ingrid Bergman#Paul Henreid	USA	A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.
484	John Huston	John Huston#Dashiell Hammett	Humphrey Bogart#Mary Astor#Gladys George	English	A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.
485	George Cukor	Alan Jay Lerner#George Bernard Shaw	Audrey Hepburn#Rex Harrison#Stanley Holloway	USA	A snobbish phonetics professor agrees to a wager that he can make a flower girl presentable in high society.
486	Billy Wilder	Billy Wilder#Samuel A. Taylor	Humphrey Bogart#Audrey Hepburn#William Holden	USA	A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.
487	William Wyler	Ian McLellan Hunter#John Dighton	Gregory Peck#Audrey Hepburn#Eddie Albert	English#Italian#German	A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
488	Billy Wilder	Charles Brackett#Billy Wilder	William Holden#Gloria Swanson#Erich von Stroheim	English	A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.
489	Alfred Hitchcock	Ben Hecht	Cary Grant#Ingrid Bergman#Claude Rains	English#French#Portuguese	A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?
490	Alfred Hitchcock	John Michael Hayes#David Dodge	Cary Grant#Grace Kelly#Jessie Royce Landis	English#French	A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.
491	Michael Curtiz#William Keighley	Norman Reilly Raine#Seton I. Miller	Errol Flynn#Olivia de Havilland#Basil Rathbone	English	When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.
492	Elia Kazan	John Steinbeck#Paul Osborn	James Dean#Raymond Massey#Julie Harris	English	A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.
493	W.S. Van Dyke	Albert Hackett#Frances Goodrich	William Powell#Myrna Loy#Maureen O'Sullivan	English	Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.
494	Howard Hawks	Charles Lederer#Ben Hecht	Cary Grant#Rosalind Russell#Ralph Bellamy	English#French	A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
495	Michael Anderson#John Farrow	James Poe#John Farrow	David Niven#Cantinflas#Shirley MacLaine	English#Spanish#French	A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.
496	Frank Capra	Frances Goodrich#Albert Hackett	James Stewart#Donna Reed#Lionel Barrymore	English#French	An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
497	Howard Hawks	Dudley Nichols#Hagar Wilde	Katharine Hepburn#Cary Grant#Charles Ruggles	English	While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.
498	David Metzger	Lincoln L. Hayes#David Metzger	Lincoln L. Hayes#David Metzger	IMDbPro	In the pilot episode, David and Lincoln discuss "The African Queen" starring Humphrey Bogart and Katharine Hepburn.
499	Richard Brooks	Richard Brooks#James Poe	Elizabeth Taylor#Paul Newman#Burl Ives	English	Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.
500	Carroll Ballard	Bill Lishman#Robert Rodat	Jeff Daniels#Anna Paquin#Dana Delany	English	A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.
501	Samuel Armstrong#Norman Ferguson	Joe Grant#Dick Huemer	Sterling Holloway#Edward Brophy#James Baskett	USA	Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.
502	Woody Allen	Woody Allen#Mickey Rose	Woody Allen#Louise Lasser#Carlos Montalbán	USA	When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.
503	Michael Ritchie	Jeremy Larner	Robert Redford#Peter Boyle#Melvyn Douglas	USA	Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.
504	Arthur Penn	David Newman#Robert Benton	Warren Beatty#Faye Dunaway#Michael J. Pollard	USA	Bonnie Parker, a bored waitress falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.
505	Alfred Hitchcock	Frederick Knott#Frederick Knott	Ray Milland#Grace Kelly#Robert Cummings	English	A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.
506	Nicholas Ray	Stewart Stern#Irving Shulman	James Dean#Natalie Wood#Sal Mineo	English	A rebellious young man with a troubled past comes to a new town, finding friends and enemies.
507	Elia Kazan	Tennessee Williams#Oscar Saul	Vivien Leigh#Marlon Brando#Kim Hunter	English#Spanish	Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
508	Milos Forman	Scott Alexander#Larry Karaszewski	Woody Harrelson#Courtney Love#Edward Norton	English	The story of a controversial pornography publisher and how he became a defender of free speech.
509	Jim Sheridan	Shane Connaughton#Jim Sheridan	Daniel Day-Lewis#Brenda Fricker#Alison Whelan	Ireland#UK	Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.
510	Antoine Fuqua	Akira Kurosawa#Shinobu Hashimoto	Denzel Washington#Chris Pratt#Ethan Hawke	USA	Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.
511	David Lean	T.E. Lawrence#Robert Bolt	Peter O'Toole#Alec Guinness#Anthony Quinn	UK	The story of
512	Wim Wenders	Wim Wenders#Peter Handke	Bruno Ganz#Solveig Dommartin#Otto Sander	German#English#French#Turkish#Hebrew#Spanish#Japanese	An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.
513	Carol Reed	Graham Greene#Graham Greene	Orson Welles#Joseph Cotten#Alida Valli	English#German#Russian	Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.
514	Woody Allen	Woody Allen#Marshall Brickman	Woody Allen#Diane Keaton#Tony Roberts	USA	Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.
515	Wolfgang Petersen	Wolfgang Petersen#Lothar G. Buchheim	Jürgen Prochnow#Herbert Grönemeyer#Klaus Wennemann	West Germany	The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.
516	Bill Forsyth	Bill Forsyth	Burt Lancaster#Peter Riegert#Fulton Mackay	English#Russian#Japanese	An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.
517	Woody Allen	Woody Allen#Marshall Brickman	Woody Allen#Diane Keaton#Mariel Hemingway	English	The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
518	Joel Coen#Ethan Coen	Joel Coen#Ethan Coen	Gabriel Byrne#Albert Finney#John Turturro	English#Italian#Irish#Yiddish	Tom Regan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.
519	John Huston	John Huston#B. Traven	Humphrey Bogart#Walter Huston#Tim Holt	English#Spanish	Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
520	Steven Clarke	Derek Jacobi#Connor Williams#Richard Campbell	None	English	The Stalag Luft III was a prison camp on Germany's border with Poland. It held 10,000 Allied airmen of all nationalities during the Second World War, and was escape proof. But for Allied ...
521	Michael Cimino	Michael Cimino#Deric Washburn	Robert De Niro#Christopher Walken#John Cazale	English#Russian#Vietnamese#French	An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
522	Jim Jarmusch	Jim Jarmusch	Tom Waits#John Lurie#Roberto Benigni	English#Italian	Two innocent people are arrested. An interesting third person, with broken English, joins them in their cell. On his idea, they decide to escape from the prison. Their journey is the rest of the movie.
523	Stuart Rosenberg	Donn Pearce#Frank Pierson	Paul Newman#George Kennedy#Strother Martin	English	A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.
524	Kyle Kallgren	Kyle Kallgren	Kyle Kallgren	IMDbPro	
525	Howard Hawks	William Faulkner#Leigh Brackett	Humphrey Bogart#Lauren Bacall#John Ridgely	English	Private detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.
526	William Wyler	Lew Wallace#Karl Tunberg	Charlton Heston#Jack Hawkins#Stephen Boyd	English	When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.
527	Richard Attenborough	John Briley	Ben Kingsley#John Gielgud#Rohini Hattangadi	English	Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.
528	None	None	None	English	None
529	Lasse Hallström	Reidar Jönsson#Lasse Hallström	Anton Glanzelius#Tomas von Brömssen#Anki Lidén	Swedish	A boy and his brother don't get along well. In order to let their ill mother rest, they're separated and sent each one with their relatives.
530	John Huston	John Huston#Gladys Hill	Sean Connery#Michael Caine#Christopher Plummer	English	Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.
531	Scott Hicks	Jan Sardi#Scott Hicks	Geoffrey Rush#Armin Mueller-Stahl#Justin Braine	Australia	Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.
532	Mira Nair	Helena Kriel#Mira Nair	Naveen Andrews#Sarita Choudhury#Indira Varma	English#Italian	Two female friends become sexual rivals at maturity.
533	Greg Mottola	Greg Mottola	Hope Davis#Stanley Tucci#Parker Posey	English	When a happily married woman discovers a love letter written by her husband to an unknown party, she enlists her dysfunctional family to discover the truth.
534	Jack N. Green	Jim McGlynn	Bill Paxton#Mark Wahlberg#Julianna Margulies	English	A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an ...
535	Griffin Dunne	Robert Gordon	Meg Ryan#Matthew Broderick#Kelly Preston	English#French	Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.
536	Jacques Doillon	Jacques Doillon#Brune Compagnon	Victoire Thivisol#Delphine Schiltz#Matiaz Bureau Caton	French	A four-year-old girl tries to come to terms with the sudden death of her mother.
537	Gus Van Sant	Gus Van Sant	River Phoenix#Keanu Reeves#James Russo	English#Italian#German	Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.
538	Don Bluth#Gary Goldman	Susan Gauthier#Bruce Graham	Meg Ryan#John Cusack#Christopher Lloyd	USA	The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.
539	Gore Verbinski	Adam Rifkin	Nathan Lane#Lee Evans#Vicki Lewis	English	Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.
540	Joseph Ruben	Doug Richardson#Doug Richardson	Wesley Snipes#Woody Harrelson#Jennifer Lopez	USA	A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.
541	Paul W.S. Anderson	Ed Boon#John Tobias	Christopher Lambert#Robin Shou#Linden Ashby	USA	Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.
542	Mike Gabriel#Eric Goldberg	Carl Binder#Susannah Grant	Mel Gibson#Linda Hunt#Christian Bale	USA	An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.
543	Claude Lelouch	Victor Hugo#Claude Lelouch	Jean-Paul Belmondo#Michel Boujenah#Alessandra Martines	French#German#English	A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.
544	Gary Fleder	Scott Rosenberg	Andy Garcia#Christopher Walken#Christopher Lloyd	USA	Five different criminals face imminent death after botching a job quite badly.
545	Wes Craven	Eddie Murphy#Vernon Lynch	Eddie Murphy#Angela Bassett#Allen Payne	English	A ship sails into Brooklyn with all its crew dead. But something gets off and the killing continues on land. The vampire is looking for a specific woman - half-human, half-vampire. Rita's the cop detective investigating the many killings.
546	John Woo	Graham Yost	John Travolta#Christian Slater#Samantha Mathis	English	Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.
547	Benjamin Ross	Jeff Rawle#Benjamin Ross	Hugh O'Conor#Antony Sher#Tobias Arnold	English	This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...
548	Peter MacDonald	Jeff Lieberman#Karin Howard	Jason James Richter#Melody Kay#Jack Black	English	A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
549	Michael Caton-Jones	Alan Sharp	Liam Neeson#Jessica Lange#John Hurt	UK	In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.
550	John McTiernan	Jonathan Hensleigh#Roderick Thorp	Bruce Willis#Jeremy Irons#Samuel L. Jackson	USA	John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.
551	Clive Barker	Clive Barker#Clive Barker	Scott Bakula#Kevin J. O'Connor#J. Trevor Edmond	USA	During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was...
552	Roger Donaldson	Dennis Feldman	Natasha Henstridge#Michael Madsen#Ben Kingsley	USA	A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
553	Alfonso Arau	Robert Mark Kamen#Mark Miller	Keanu Reeves#Aitana Sánchez-Gijón#Anthony Quinn	English	A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.
554	Kevin Reynolds	Peter Rader#David Twohy	Kevin Costner#Jeanne Tripplehorn#Dennis Hopper	English	In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw "smokers," and reluctantly helps a woman and a young girl try to find dry land.
555	Desmond Nakano	Desmond Nakano	John Travolta#Harry Belafonte#Kelly Lynch	English	In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.
