257	Men in Black (1997)	/title/tt0119654/?ref_=fn_al_tt_1	Men in Black	(1997)
258	Contact (1997)	/title/tt0118884/?ref_=fn_al_tt_1	Contact	(1997)
259	George of the Jungle (1997)	/title/tt0119190/?ref_=fn_al_tt_1	George of the Jungle	(1997)
260	Event Horizon (1997)	/title/tt0119081/?ref_=fn_al_tt_1	Event Horizon	(1997)
261	Air Bud (1997)	/title/tt0118570/?ref_=fn_al_tt_1	Air Bud	(1997)
262	In the Company of Men (1997)	/title/tt0119361/?ref_=fn_al_tt_1	In the Company of Men	(1997)
263	Steel (1997)	/title/tt0120207/?ref_=fn_al_tt_1	Steel	(1997)
264	Mimic (1997)	/title/tt0119675/?ref_=fn_al_tt_1	Mimic	(1997)
265	Hunt for Red October, The (1990)	/title/tt0099810/?ref_=fn_al_tt_1	The Hunt for Red October	(1990)
266	Kull the Conqueror (1997)	/title/tt0119484/?ref_=fn_al_tt_1	Kull the Conqueror	(1997)
267	unknown	/title/tt1401152/?ref_=fn_al_tt_1	Unknown	(I) (2011)
268	Chasing Amy (1997)	/title/tt0118842/?ref_=fn_al_tt_1	Chasing Amy	(1997)
269	Full Monty, The (1997)	/title/tt0119164/?ref_=fn_al_tt_1	The Full Monty	(1997)
270	Gattaca (1997)	/title/tt0119177/?ref_=fn_al_tt_1	Gattaca	(1997)
271	Starship Troopers (1997)	/title/tt0120201/?ref_=fn_al_tt_1	Starship Troopers	(1997)
272	Good Will Hunting (1997)	/title/tt0119217/?ref_=fn_al_tt_1	Good Will Hunting	(1997)
273	Heat (1995)	/title/tt0113277/?ref_=fn_al_tt_1	Heat	(1995)
274	Sabrina (1995)	/title/tt0114319/?ref_=fn_al_tt_1	Sabrina	(1995)
275	Sense and Sensibility (1995)	/title/tt0114388/?ref_=fn_al_tt_1	Sense and Sensibility	(1995)
276	Leaving Las Vegas (1995)	/title/tt0113627/?ref_=fn_al_tt_1	Leaving Las Vegas	(1995)
277	Restoration (1995)	/title/tt0114272/?ref_=fn_al_tt_1	Restoration	(1995)
278	Bed of Roses (1996)	/title/tt0115644/?ref_=fn_al_tt_1	Bed of Roses	(1996)
279	Once Upon a Time... When We Were Colored (1995)	/title/tt0114039/?ref_=fn_al_tt_1	Once Upon a Time... When We Were Colored	(1995)
280	Up Close and Personal (1996)	/title/tt0497080/?ref_=fn_al_tt_1	Up Close and Personal	(TV Series)
281	River Wild, The (1994)	/title/tt0110997/?ref_=fn_al_tt_1	The River Wild	(1994)
282	Time to Kill, A (1996)	/title/tt4439176/?ref_=fn_al_tt_1	A Time to Kill. A Time to Frolic.
283	Emma (1996)	/title/tt0116191/?ref_=fn_al_tt_1	Emma	(1996)
284	Tin Cup (1996)	/title/tt0117918/?ref_=fn_al_tt_1	Tin Cup	(1996)
285	Secrets & Lies (1996)	/title/tt0117589/?ref_=fn_al_tt_1	Secrets & Lies	(1996)
286	English Patient, The (1996)	/title/tt0116209/?ref_=fn_al_tt_1	The English Patient	(1996)
287	Marvin's Room (1996)	/title/tt0116999/?ref_=fn_al_tt_1	Marvin's Room	(1996)
288	Scream (1996)	/title/tt0117571/?ref_=fn_al_tt_1	Scream	(1996)
289	Evita (1996)	/title/tt0116250/?ref_=fn_al_tt_1	Evita	(1996)
290	Fierce Creatures (1997)	/title/tt0119115/?ref_=fn_al_tt_1	Fierce Creatures	(1997)
291	Absolute Power (1997)	/title/tt0118548/?ref_=fn_al_tt_1	Absolute Power	(1997)
292	Rosewood (1997)	/title/tt0120036/?ref_=fn_al_tt_1	Rosewood	(1997)
293	Donnie Brasco (1997)	/title/tt0119008/?ref_=fn_al_tt_1	Donnie Brasco	(1997)
294	Liar Liar (1997)	/title/tt0119528/?ref_=fn_al_tt_1	Liar Liar	(1997)
295	Breakdown (1997)	/title/tt0118771/?ref_=fn_al_tt_1	Breakdown	(I) (1997)
296	Promesse, La (1996)	/title/tt0117398/?ref_=fn_al_tt_1	La promesse	(1996)
297	Ulee's Gold (1997)	/title/tt0120402/?ref_=fn_al_tt_1	Ulee's Gold	(1997)
298	Face/Off (1997)	/title/tt0119094/?ref_=fn_al_tt_1	Face/Off	(1997)
299	Hoodlum (1997)	/title/tt0119311/?ref_=fn_al_tt_1	Hoodlum	(1997)
300	Air Force One (1997)	/title/tt0118571/?ref_=fn_al_tt_1	Air Force One	(1997)
301	In & Out (1997)	/title/tt0119360/?ref_=fn_al_tt_1	In & Out	(1997)
302	L.A. Confidential (1997)	/title/tt0119488/?ref_=fn_al_tt_1	L.A. Confidential	(1997)
303	Ulee's Gold (1997)	/title/tt0120402/?ref_=fn_al_tt_1	Ulee's Gold	(1997)
304	Fly Away Home (1996)	/title/tt0116329/?ref_=fn_al_tt_1	Fly Away Home	(1996)
305	Ice Storm, The (1997)	/title/tt0119349/?ref_=fn_al_tt_1	The Ice Storm	(1997)
306	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	/title/tt0119280/?ref_=fn_al_tt_1	Mrs Brown	(1997)
307	Devil's Advocate, The (1997)	/title/tt0118971/?ref_=fn_al_tt_1	The Devil's Advocate	(1997)
308	FairyTale: A True Story (1997)	/title/tt0119095/?ref_=fn_al_tt_1	FairyTale: A True Story	(1997)
309	Deceiver (1997)	/title/tt0119527/?ref_=fn_al_tt_1	Deceiver	(1997)
310	Rainmaker, The (1997)	/title/tt0541748/?ref_=fn_al_tt_1	Elmer, the Rainmaker
311	Wings of the Dove, The (1997)	/title/tt1013676/?ref_=fn_al_tt_1	Passion and Romance: The Wings of the Dove	(1999) (Video)
312	Midnight in the Garden of Good and Evil (1997)	/title/tt0119668/?ref_=fn_al_tt_1	Midnight in the Garden of Good and Evil	(1997)
313	Titanic (1997)	/title/tt0120338/?ref_=fn_al_tt_1	Titanic	(1997)
314	3 Ninjas: High Noon At Mega Mountain (1998)	/title/tt0118539/?ref_=fn_al_tt_1	3 Ninjas: High Noon at Mega Mountain	(1998)
315	Apt Pupil (1998)	/title/tt0118636/?ref_=fn_al_tt_1	Apt Pupil	(1998)
316	As Good As It Gets (1997)	/title/tt0119822/?ref_=fn_al_tt_1	As Good as It Gets	(1997)
317	In the Name of the Father (1993)	/title/tt0107207/?ref_=fn_al_tt_1	In the Name of the Father	(1993)
318	Schindler's List (1993)	/title/tt0108052/?ref_=fn_al_tt_1	Schindler's List	(1993)
319	Everyone Says I Love You (1996)	/title/tt0116242/?ref_=fn_al_tt_1	Everyone Says I Love You	(1996)
320	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	/title/tt0117293/?ref_=fn_al_tt_1	Paradise Lost: The Child Murders at Robin Hood Hills	(1996)
321	Mother (1996)	/title/tt0117091/?ref_=fn_al_tt_1	Mother	(II) (1996)
322	Murder at 1600 (1997)	/title/tt0119731/?ref_=fn_al_tt_1	Murder at 1600	(1997)
323	Dante's Peak (1997)	/title/tt0118928/?ref_=fn_al_tt_1	Dante's Peak	(1997)
324	Lost Highway (1997)	/title/tt0116922/?ref_=fn_al_tt_1	Lost Highway	(1997)
325	Crash (1996)	/title/tt0115964/?ref_=fn_al_tt_1	Crash	(1996)
326	G.I. Jane (1997)	/title/tt0119173/?ref_=fn_al_tt_1	G.I. Jane	(1997)
327	Cop Land (1997)	/title/tt0118887/?ref_=fn_al_tt_1	Cop Land	(1997)
328	Conspiracy Theory (1997)	/title/tt0118883/?ref_=fn_al_tt_1	Conspiracy Theory	(1997)
329	Desperate Measures (1998)	/title/tt0118966/?ref_=fn_al_tt_1	Desperate Measures	(1998)
330	187 (1997)	/title/tt1683864/?ref_=fn_al_tt_1	1987-1993	(2010) (Short)
331	Edge, The (1997)	/title/tt0119051/?ref_=fn_al_tt_1	The Edge	(1997)
332	Kiss the Girls (1997)	/title/tt0119468/?ref_=fn_al_tt_1	Kiss the Girls	(1997)
333	Game, The (1997)	/title/tt0119174/?ref_=fn_al_tt_1	The Game	(1997)
334	U Turn (1997)	/title/tt0120399/?ref_=fn_al_tt_1	U Turn	(1997)
335	How to Be a Player (1997)	/title/tt0119326/?ref_=fn_al_tt_1	How to Be a Player	(1997)
336	Playing God (1997)	/title/tt0119906/?ref_=fn_al_tt_1	Playing God	(1997)
337	House of Yes, The (1997)	/title/tt0119324/?ref_=fn_al_tt_1	The House of Yes	(1997)
338	Bean (1997)	/title/tt0118689/?ref_=fn_al_tt_1	Bean	(1997)
339	Mad City (1997)	/title/tt0119592/?ref_=fn_al_tt_1	Mad City	(1997)
340	Boogie Nights (1997)	/title/tt0118749/?ref_=fn_al_tt_1	Boogie Nights	(1997)
341	Critical Care (1997)	/title/tt0118901/?ref_=fn_al_tt_1	Critical Care	(1997)
342	Man Who Knew Too Little, The (1997)	/title/tt0120483/?ref_=fn_al_tt_1	The Man Who Knew Too Little	(1997)
343	Alien: Resurrection (1997)	/title/tt0118583/?ref_=fn_al_tt_1	Alien: Resurrection	(1997)
344	Apostle, The (1997)	/title/tt0118632/?ref_=fn_al_tt_1	The Apostle	(1997)
345	Deconstructing Harry (1997)	/title/tt0118954/?ref_=fn_al_tt_1	Deconstructing Harry	(1997)
346	Jackie Brown (1997)	/title/tt0119396/?ref_=fn_al_tt_1	Jackie Brown	(1997)
347	Wag the Dog (1997)	/title/tt0120885/?ref_=fn_al_tt_1	Wag the Dog	(1997)
348	Desperate Measures (1998)	/title/tt0118966/?ref_=fn_al_tt_1	Desperate Measures	(1998)
349	Hard Rain (1998)	/title/tt0120696/?ref_=fn_al_tt_1	Hard Rain	(1998)
350	Fallen (1998)	/title/tt0119099/?ref_=fn_al_tt_1	Fallen	(1998)
351	Prophecy II, The (1998)	/title/tt0118643/?ref_=fn_al_tt_1	The Prophecy II	(1998) (Video)
352	Spice World (1997)	/title/tt0120185/?ref_=fn_al_tt_1	Spice World	(1997)
353	Deep Rising (1998)	/title/tt0118956/?ref_=fn_al_tt_1	Deep Rising	(1998)
354	Wedding Singer, The (1998)	/title/tt0120888/?ref_=fn_al_tt_1	The Wedding Singer	(1998)
355	Sphere (1998)	/title/tt0120184/?ref_=fn_al_tt_1	Sphere	(1998)
356	Client, The (1994)	/title/tt0109446/?ref_=fn_al_tt_1	The Client	(1994)
357	One Flew Over the Cuckoo's Nest (1975)	/title/tt0073486/?ref_=fn_al_tt_1	One Flew Over the Cuckoo's Nest	(1975)
358	Spawn (1997)	/title/tt0120177/?ref_=fn_al_tt_1	Spawn	(1997)
359	Assignment, The (1997)	/title/tt1419879/?ref_=fn_al_tt_1	Assignment: The World	(1959) (TV Series)
360	Wonderland (1997)	/title/tt0120529/?ref_=fn_al_tt_1	Wonderland	(1997)
361	Incognito (1997)	/title/tt0119365/?ref_=fn_al_tt_1	Incognito	(1997)
362	Blues Brothers 2000 (1998)	/title/tt0118747/?ref_=fn_al_tt_1	Blues Brothers 2000	(1998)
363	Sudden Death (1995)	/title/tt0114576/?ref_=fn_al_tt_1	Sudden Death	(1995)
364	Ace Ventura: When Nature Calls (1995)	/title/tt0112281/?ref_=fn_al_tt_1	Ace Ventura: When Nature Calls	(1995)
365	Powder (1995)	/title/tt0114168/?ref_=fn_al_tt_1	Powder	(1995)
366	Dangerous Minds (1995)	/title/tt0112792/?ref_=fn_al_tt_1	Dangerous Minds	(1995)
367	Clueless (1995)	/title/tt0112697/?ref_=fn_al_tt_1	Clueless	(1995)
368	Bio-Dome (1996)	/title/tt0115683/?ref_=fn_al_tt_1	Bio-Dome	(1996)
369	Black Sheep (1996)	/title/tt0115697/?ref_=fn_al_tt_1	Black Sheep	(1996)
370	Mary Reilly (1996)	/title/tt0117002/?ref_=fn_al_tt_1	Mary Reilly	(1996)
371	Bridges of Madison County, The (1995)	/title/tt0112579/?ref_=fn_al_tt_1	The Bridges of Madison County	(1995)
372	Jeffrey (1995)	/title/tt0113464/?ref_=fn_al_tt_1	Jeffrey	(1995)
373	Judge Dredd (1995)	/title/tt0113492/?ref_=fn_al_tt_1	Judge Dredd	(1995)
374	Mighty Morphin Power Rangers: The Movie (1995)	/title/tt0113820/?ref_=fn_al_tt_1	Mighty Morphin Power Rangers: The Movie	(1995)
375	Showgirls (1995)	/title/tt0114436/?ref_=fn_al_tt_1	Showgirls	(1995)
376	Houseguest (1994)	/title/tt0570070/?ref_=fn_al_tt_1	The Houseguest
377	Heavyweights (1994)	/title/tt0110006/?ref_=fn_al_tt_1	Heavyweights	(1995)
378	Miracle on 34th Street (1994)	/title/tt0110527/?ref_=fn_al_tt_1	Miracle on 34th Street	(1994)
379	Tales From the Crypt Presents: Demon Knight (1995)	/title/tt0114608/?ref_=fn_al_tt_1	Tales from the Crypt: Demon Knight	(1995)
380	Star Trek: Generations (1994)	/title/tt0111280/?ref_=fn_al_tt_1	Star Trek: Generations	(1994)
381	Muriel's Wedding (1994)	/title/tt0110598/?ref_=fn_al_tt_1	Muriel's Wedding	(1994)
382	Adventures of Priscilla, Queen of the Desert, The (1994)	/title/tt0109045/?ref_=fn_al_tt_1	The Adventures of Priscilla, Queen of the Desert	(1994)
383	Flintstones, The (1994)	/title/tt7266162/?ref_=fn_al_tt_1	The Flintstones (1994)
384	Naked Gun 33 1/3: The Final Insult (1994)	/title/tt0110622/?ref_=fn_al_tt_1	Naked Gun 33 1/3: The Final Insult	(1994)
385	True Lies (1994)	/title/tt0111503/?ref_=fn_al_tt_1	True Lies	(1994)
386	Addams Family Values (1993)	/title/tt0106220/?ref_=fn_al_tt_1	Addams Family Values	(1993)
387	Age of Innocence, The (1993)	/title/tt0402289/?ref_=fn_al_tt_1	Innocence and Experience: The Making of 'The Age of Innocence'	(1992) (TV Movie)
388	Beverly Hills Cop III (1994)	/title/tt0109254/?ref_=fn_al_tt_1	Beverly Hills Cop III	(1994)
389	Black Beauty (1994)	/title/tt0109279/?ref_=fn_al_tt_1	Black Beauty	(1994)
390	Fear of a Black Hat (1993)	/title/tt0106880/?ref_=fn_al_tt_1	Fear of a Black Hat	(1993)
391	Last Action Hero (1993)	/title/tt0107362/?ref_=fn_al_tt_1	Last Action Hero	(1993)
392	Man Without a Face, The (1993)	/title/tt0107501/?ref_=fn_al_tt_1	The Man Without a Face	(1993)
393	Mrs. Doubtfire (1993)	/title/tt0107614/?ref_=fn_al_tt_1	Mrs. Doubtfire	(1993)
394	Radioland Murders (1994)	/title/tt0110939/?ref_=fn_al_tt_1	Radioland Murders	(1994)
395	Robin Hood: Men in Tights (1993)	/title/tt0107977/?ref_=fn_al_tt_1	Robin Hood: Men in Tights	(1993)
396	Serial Mom (1994)	/title/tt0111127/?ref_=fn_al_tt_1	Serial Mom	(1994)
397	Striking Distance (1993)	/title/tt0108238/?ref_=fn_al_tt_1	Striking Distance	(1993)
398	Super Mario Bros. (1993)	/title/tt0108255/?ref_=fn_al_tt_1	Super Mario Bros.	(1993)
399	Three Musketeers, The (1993)	/title/tt0232399/?ref_=fn_al_tt_1	Pimple's Three Musketeers	(1922) (Short)
400	Little Rascals, The (1994)	/title/tt3633424/?ref_=fn_al_tt_1	The Little Rascal's Tricks	(1907) (Short)
401	Brady Bunch Movie, The (1995)	/title/tt0112572/?ref_=fn_al_tt_1	The Brady Bunch Movie	(1995)
402	Ghost (1990)	/title/tt0099653/?ref_=fn_al_tt_1	Ghost	(1990)
403	Batman (1989)	/title/tt0096895/?ref_=fn_al_tt_1	Batman	(1989)
404	Pinocchio (1940)	/title/tt0032910/?ref_=fn_al_tt_1	Pinocchio	(1940)
405	Mission: Impossible (1996)	/title/tt0117060/?ref_=fn_al_tt_1	Mission: Impossible	(1996)
406	Thinner (1996)	/title/tt0117894/?ref_=fn_al_tt_1	Thinner	(1996)
407	Spy Hard (1996)	/title/tt0117723/?ref_=fn_al_tt_1	Spy Hard	(1996)
408	Close Shave, A (1995)	/title/tt0112691/?ref_=fn_al_tt_1	A Close Shave	(1995) (Short)
409	Jack (1996)	/title/tt0116669/?ref_=fn_al_tt_1	Jack	(1996)
410	Kingpin (1996)	/title/tt0116778/?ref_=fn_al_tt_1	Kingpin	(1996)
411	Nutty Professor, The (1996)	/title/tt6154574/?ref_=fn_al_tt_1	Striptease/Cold Fever/The Nutty Professor/A Perfect Candidate/Maybe, Maybe Not
412	Very Brady Sequel, A (1996)	/title/tt0118073/?ref_=fn_al_tt_1	A Very Brady Sequel	(1996)
413	Tales from the Crypt Presents: Bordello of Blood (1996)	/title/tt0117826/?ref_=fn_al_tt_1	Bordello of Blood	(1996)
414	My Favorite Year (1982)	/title/tt0084370/?ref_=fn_al_tt_1	My Favorite Year	(1982)
415	Apple Dumpling Gang, The (1975)	/title/tt0072653/?ref_=fn_al_tt_1	The Apple Dumpling Gang	(1975)
416	Old Yeller (1957)	/title/tt0050798/?ref_=fn_al_tt_1	Old Yeller	(1957)
417	Parent Trap, The (1961)	/title/tt5289804/?ref_=fn_al_tt_1	The Parent Trap (1961)
418	Cinderella (1950)	/title/tt0042332/?ref_=fn_al_tt_1	Cinderella	(1950)
419	Mary Poppins (1964)	/title/tt0058331/?ref_=fn_al_tt_1	Mary Poppins	(1964)
420	Alice in Wonderland (1951)	/title/tt0043274/?ref_=fn_al_tt_1	Alice in Wonderland	(1951)
421	William Shakespeare's Romeo and Juliet (1996)	/title/tt0117509/?ref_=fn_al_tt_1	Romeo + Juliet	(1996)
422	Aladdin and the King of Thieves (1996)	/title/tt0115491/?ref_=fn_al_tt_1	Aladdin and the King of Thieves	(1996) (Video)
423	E.T. the Extra-Terrestrial (1982)	/title/tt0083866/?ref_=fn_al_tt_1	E.T. the Extra-Terrestrial	(1982)
424	Children of the Corn: The Gathering (1996)	/title/tt0115885/?ref_=fn_al_tt_1	Children of the Corn: The Gathering	(1996) (Video)
425	Bob Roberts (1992)	/title/tt0103850/?ref_=fn_al_tt_1	Bob Roberts	(1992)
426	Transformers: The Movie, The (1986)	/title/tt0092106/?ref_=fn_al_tt_1	The Transformers: The Movie	(1986)
427	To Kill a Mockingbird (1962)	/title/tt0056592/?ref_=fn_al_tt_1	To Kill a Mockingbird	(1962)
428	Harold and Maude (1971)	/title/tt0067185/?ref_=fn_al_tt_1	Harold and Maude	(1971)
429	Day the Earth Stood Still, The (1951)	/title/tt0970416/?ref_=fn_al_tt_1	The Day the Earth Stood Still	(2008)
430	Duck Soup (1933)	/title/tt0023969/?ref_=fn_al_tt_1	Duck Soup	(1933)
431	Highlander (1986)	/title/tt0091203/?ref_=fn_al_tt_1	Highlander	(1986)
432	Fantasia (1940)	/title/tt0032455/?ref_=fn_al_tt_1	Fantasia	(1940)
433	Heathers (1989)	/title/tt2304672/?ref_=fn_al_tt_1	Seven Heaven 1: The Checkers 1989 Summer Tour	(1989) (Video)
434	Forbidden Planet (1956)	/title/tt0049223/?ref_=fn_al_tt_1	Forbidden Planet	(1956)
435	Butch Cassidy and the Sundance Kid (1969)	/title/tt0064115/?ref_=fn_al_tt_1	Butch Cassidy and the Sundance Kid	(1969)
436	American Werewolf in London, An (1981)	/title/tt0082010/?ref_=fn_al_tt_1	An American Werewolf in London	(1981)
437	Amityville 1992: It's About Time (1992)	/title/tt0103678/?ref_=fn_al_tt_1	Amityville: It's About Time	(1992) (Video)
438	Amityville 3-D (1983)	/title/tt0085159/?ref_=fn_al_tt_1	Amityville 3-D	(1983)
439	Amityville: A New Generation (1993)	/title/tt0106262/?ref_=fn_al_tt_1	Amityville: A New Generation	(1993) (Video)
440	Amityville II: The Possession (1982)	/title/tt0083550/?ref_=fn_al_tt_1	Amityville II: The Possession	(1982)
441	Amityville Horror, The (1979)	/title/tt3438062/?ref_=fn_al_tt_1	More American Graffiti, The Amityville Horror, The Muppet Movie, The Wanderers, North Dallas Forty
442	Amityville Curse, The (1990)	/title/tt0099030/?ref_=fn_al_tt_1	The Amityville Curse	(1990) (Video)
443	Birds, The (1963)	/title/tt9546388/?ref_=fn_al_tt_1	The Birds (1963)
444	Blob, The (1958)	/title/tt8978378/?ref_=fn_al_tt_1	The Blob (1958) & The Blob (1988)
445	Body Snatcher, The (1945)	/title/tt4810784/?ref_=fn_al_tt_1	The Body Snatcher + the Brighton Strangler
446	Burnt Offerings (1976)	/title/tt0074258/?ref_=fn_al_tt_1	Burnt Offerings	(1976)
447	Carrie (1976)	/title/tt0074285/?ref_=fn_al_tt_1	Carrie	(1976)
448	Omen, The (1976)	/title/tt0075005/?ref_=fn_al_tt_1	The Omen	(1976)
449	Star Trek: The Motion Picture (1979)	/title/tt0079945/?ref_=fn_al_tt_1	Star Trek: The Motion Picture	(1979)
450	Star Trek V: The Final Frontier (1989)	/title/tt0098382/?ref_=fn_al_tt_1	Star Trek V: The Final Frontier	(1989)
451	Grease (1978)	/title/tt0077631/?ref_=fn_al_tt_1	Grease	(1978)
452	Jaws 2 (1978)	/title/tt0077766/?ref_=fn_al_tt_1	Jaws 2	(1978)
453	Jaws 3-D (1983)	/title/tt0085750/?ref_=fn_al_tt_1	Jaws 3-D	(1983)
454	Bastard Out of Carolina (1996)	/title/tt0115633/?ref_=fn_al_tt_1	Bastard Out of Carolina	(1996)
455	Jackie Chan's First Strike (1996)	/title/tt0116704/?ref_=fn_al_tt_1	Ging chaat goo si 4: Gaan dan yam mo	(1996)
456	Beverly Hills Ninja (1997)	/title/tt0118708/?ref_=fn_al_tt_1	Beverly Hills Ninja	(1997)
457	Free Willy 3: The Rescue (1997)	/title/tt0119152/?ref_=fn_al_tt_1	Free Willy 3: The Rescue	(1997)
458	Nixon (1995)	/title/tt0113987/?ref_=fn_al_tt_1	Nixon	(1995)
459	Cry, the Beloved Country (1995)	/title/tt0112749/?ref_=fn_al_tt_1	Cry, the Beloved Country	(1995)
460	Crossing Guard, The (1995)	/title/tt10129264/?ref_=fn_al_tt_1	MassDOT Crossing Guard Training	(2018) (Video)
461	Smoke (1995)	/title/tt0114478/?ref_=fn_al_tt_1	Smoke	(1995)
462	Like Water For Chocolate (Como agua para chocolate) (1992)	/title/tt0103994/?ref_=fn_al_tt_1	Como agua para chocolate	(1992)
463	Secret of Roan Inish, The (1994)	/title/tt0111112/?ref_=fn_al_tt_1	The Secret of Roan Inish	(1994)
464	Vanya on 42nd Street (1994)	/title/tt0111590/?ref_=fn_al_tt_1	Vanya on 42nd Street	(1994)
465	Jungle Book, The (1994)	/title/tt5511296/?ref_=fn_al_tt_1	The Jungle Book (1994)
466	Red Rock West (1992)	/title/tt0105226/?ref_=fn_al_tt_1	Red Rock West	(1993)
467	Bronx Tale, A (1993)	/title/tt0106489/?ref_=fn_al_tt_1	A Bronx Tale	(1993)
468	Rudy (1993)	/title/tt0108002/?ref_=fn_al_tt_1	Rudy	(1993)
469	Short Cuts (1993)	/title/tt0108122/?ref_=fn_al_tt_1	Short Cuts	(1993)
470	Tombstone (1993)	/title/tt0108358/?ref_=fn_al_tt_1	Tombstone	(1993)
471	Courage Under Fire (1996)	/title/tt0115956/?ref_=fn_al_tt_1	Courage Under Fire	(1996)
472	Dragonheart (1996)	/title/tt0116136/?ref_=fn_al_tt_1	DragonHeart	(1996)
473	James and the Giant Peach (1996)	/title/tt0116683/?ref_=fn_al_tt_1	James and the Giant Peach	(1996)
474	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	/title/tt0057012/?ref_=fn_al_tt_1	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	(1964)
475	Trainspotting (1996)	/title/tt0117951/?ref_=fn_al_tt_1	Trainspotting	(1996)
476	First Wives Club, The (1996)	/title/tt0116313/?ref_=fn_al_tt_1	The First Wives Club	(1996)
477	Matilda (1996)	/title/tt0117008/?ref_=fn_al_tt_1	Matilda	(1996)
478	Philadelphia Story, The (1940)	/title/tt9353824/?ref_=fn_al_tt_1	Victory Theater: The Philadelphia Story - Great Movies Over Radio
479	Vertigo (1958)	/title/tt0052357/?ref_=fn_al_tt_1	Vertigo	(1958)
480	North by Northwest (1959)	/title/tt0053125/?ref_=fn_al_tt_1	North by Northwest	(1959)
481	Apartment, The (1960)	/title/tt1819509/?ref_=fn_al_tt_1	Don't Trust the B---- in Apartment 23	(2012) (TV Series)
482	Some Like It Hot (1959)	/title/tt0053291/?ref_=fn_al_tt_1	Some Like It Hot	(1959)
483	Casablanca (1942)	/title/tt0034583/?ref_=fn_al_tt_1	Casablanca	(1942)
484	Maltese Falcon, The (1941)	/title/tt0033870/?ref_=fn_al_tt_1	The Maltese Falcon	(1941)
485	My Fair Lady (1964)	/title/tt0058385/?ref_=fn_al_tt_1	My Fair Lady	(1964)
486	Sabrina (1954)	/title/tt0047437/?ref_=fn_al_tt_1	Sabrina	(1954)
487	Roman Holiday (1953)	/title/tt0046250/?ref_=fn_al_tt_1	Roman Holiday	(1953)
488	Sunset Blvd. (1950)	/title/tt0043014/?ref_=fn_al_tt_1	Sunset Blvd.	(1950)
489	Notorious (1946)	/title/tt0038787/?ref_=fn_al_tt_1	Notorious	(1946)
490	To Catch a Thief (1955)	/title/tt0048728/?ref_=fn_al_tt_1	To Catch a Thief	(1955)
491	Adventures of Robin Hood, The (1938)	/title/tt0029843/?ref_=fn_al_tt_1	The Adventures of Robin Hood	(1938)
492	East of Eden (1955)	/title/tt0048028/?ref_=fn_al_tt_1	East of Eden	(1955)
493	Thin Man, The (1934)	/title/tt0025878/?ref_=fn_al_tt_1	The Thin Man	(1934)
494	His Girl Friday (1940)	/title/tt0032599/?ref_=fn_al_tt_1	His Girl Friday	(1940)
495	Around the World in 80 Days (1956)	/title/tt0048960/?ref_=fn_al_tt_1	Around the World in 80 Days	(1956)
496	It's a Wonderful Life (1946)	/title/tt0038650/?ref_=fn_al_tt_1	It's a Wonderful Life	(1946)
497	Bringing Up Baby (1938)	/title/tt0029947/?ref_=fn_al_tt_1	Bringing Up Baby	(1938)
498	African Queen, The (1951)	/title/tt6558218/?ref_=fn_al_tt_1	The African Queen (1951)
499	Cat on a Hot Tin Roof (1958)	/title/tt0051459/?ref_=fn_al_tt_1	Cat on a Hot Tin Roof	(1958)
500	Fly Away Home (1996)	/title/tt0116329/?ref_=fn_al_tt_1	Fly Away Home	(1996)
501	Dumbo (1941)	/title/tt0033563/?ref_=fn_al_tt_1	Dumbo	(1941)
502	Bananas (1971)	/title/tt0066808/?ref_=fn_al_tt_1	Bananas	(1971)
503	Candidate, The (1972)	/title/tt0068334/?ref_=fn_al_tt_1	The Candidate	(1972)
504	Bonnie and Clyde (1967)	/title/tt0061418/?ref_=fn_al_tt_1	Bonnie and Clyde	(1967)
505	Dial M for Murder (1954)	/title/tt0046912/?ref_=fn_al_tt_1	Dial M for Murder	(1954)
506	Rebel Without a Cause (1955)	/title/tt0048545/?ref_=fn_al_tt_1	Rebel Without a Cause	(1955)
507	Streetcar Named Desire, A (1951)	/title/tt0044081/?ref_=fn_al_tt_1	A Streetcar Named Desire	(1951)
508	People vs. Larry Flynt, The (1996)	/title/tt0117318/?ref_=fn_al_tt_1	The People vs. Larry Flynt	(1996)
509	My Left Foot (1989)	/title/tt0097937/?ref_=fn_al_tt_1	My Left Foot: The Story of Christy Brown	(1989)
510	Magnificent Seven, The (1954)	/title/tt2404435/?ref_=fn_al_tt_1	The Magnificent Seven	(2016)
511	Lawrence of Arabia (1962)	/title/tt0056172/?ref_=fn_al_tt_1	Lawrence of Arabia	(1962)
512	Wings of Desire (1987)	/title/tt0093191/?ref_=fn_al_tt_1	Der Himmel ��ber Berlin	(1987)
513	Third Man, The (1949)	/title/tt0041959/?ref_=fn_al_tt_1	The Third Man	(1949)
514	Annie Hall (1977)	/title/tt0075686/?ref_=fn_al_tt_1	Annie Hall	(1977)
515	Boot, Das (1981)	/title/tt0082096/?ref_=fn_al_tt_1	Das Boot	(1981)
516	Local Hero (1983)	/title/tt0085859/?ref_=fn_al_tt_1	Local Hero	(1983)
517	Manhattan (1979)	/title/tt0079522/?ref_=fn_al_tt_1	Manhattan	(1979)
